fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e6,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e14,fv_e15,fv_e16,fv_e22,class
51.59467523,48.40532477,1.187474647,1.166494443,3.077311674,2.935617248,3.469285603,0.767223702,0.0808995,0.298892037,7.792545046,0.069010417,0.834670777,0.094404578,0.08044222,0.973128983,0
44.04856968,55.95143032,0.895355813,0.659739116,1.836749416,2.313194596,2.682323149,0.336620817,0.069555453,0.25722752,5.813784562,0.034179688,0.740478373,0.077167231,0.068567242,0.940974857,0
35.66603377,64.33396623,0.557848368,0.507130738,1.533750804,2.810797553,2.474849596,0.057005516,0.079947206,0.263647643,4.916666667,0.015625,0.837561976,0.067781621,0.07992969,0.950231481,0
48.35984365,51.64015635,0.995961544,1.053360091,3.361800081,3.626838183,4.278606331,1.788229386,0.084039734,0.455300621,10.90818071,0.055288462,0.898056225,0.101903185,0.084012137,0.948584475,0
44.37443578,55.62556422,0.864889544,0.687737032,1.919385136,2.324532958,11.32844217,0.786204832,0.093360526,0.351560353,6.201961451,0.023883929,0.628490378,0.101863757,0.092584614,0.9145032,0
43.28923896,56.71076104,0.826461925,0.768280922,2.433032914,3.317469568,1.153763837,0.252684761,0.051858758,0.229371727,5.067361189,0.03515625,0.760220227,0.053409084,0.051749297,0.958358625,0
36.76925521,63.23074479,0.641813085,0.311616091,1.439541088,2.588130948,2.067514558,0.559997811,0.097845839,0.380121564,4.716710647,0.02734375,0.800308996,0.088787978,0.096644689,0.900361235,0
43.19928832,56.80071168,0.859608939,1.010620363,2.914764723,3.870275389,0.963348163,0.74725777,0.064271976,0.405266803,8.714916565,0.073567708,0.874151278,0.065120452,0.06426436,0.986526225,0
40.04759464,59.95240536,0.747972212,0.618678251,1.941603186,2.890530281,2.510900291,0.438459707,0.082513929,0.393980859,6.281259397,0.0390625,0.714625986,0.079378028,0.082068119,0.940151745,0
42.85314416,57.14685584,0.750138743,1.928847681,3.668178783,4.918759095,0.956486096,0.934444651,0.053022795,0.310344828,8.5,0.0859375,0.773695518,0.060822222,0.053016222,0.936043124,0
49.54197439,50.45802561,1.030152616,1.807709747,3.271993783,3.302157429,2.934290904,0.597383349,0.051990636,0.189662358,6.700864332,0.038461538,0.95010375,0.070660102,0.051957493,0.984298495,0
42.86850522,57.13149478,0.866358466,0.556822063,1.605400713,2.116187593,3.467278712,0.182635666,0.091923135,0.348407531,5.412412267,0.0321875,0.683375114,0.098136848,0.090382953,0.890522881,0
40.27373332,59.72626668,0.719065267,1.093171008,2.439792477,3.379940008,1.006515442,0.424380116,0.05588443,0.325983479,6.542254189,0.052734375,0.76426337,0.058793941,0.055779888,0.973583224,0
34.62030575,65.37969425,0.552629544,0.347055645,1.393383761,2.632021767,1.610934413,0.139006959,0.082453191,0.398865003,4.9703125,0.026367188,0.734194765,0.067465927,0.082332923,0.92624307,0
46.66407841,53.33592159,0.907847177,0.801367004,3.328084753,3.742733865,2.867154216,1.253460975,0.077632245,0.405092541,9.055971856,0.045572917,0.783288405,0.086473183,0.077609068,0.938255249,0
39.4619216,60.5380784,0.693381411,0.453587189,1.555362556,2.354180428,9.869319313,0.544509394,0.132999011,0.396869769,5.873828172,0.038225446,0.666095978,0.128978685,0.129666401,0.898586873,0
46.93523879,53.06476121,0.930192791,0.995185379,2.82709935,3.080538259,2.751762859,1.931333023,0.086796763,0.542986425,8.729166667,0.03125,0.783954905,0.096093767,0.086779712,0.873120044,0
43.20563967,56.79436033,0.846040373,1.345401099,3.142374978,4.026222927,1.768866609,0.910364256,0.067528991,0.389155408,8.05626362,0.027043269,0.830168684,0.073701417,0.067515653,0.978849484,0
41.56005833,58.43994167,0.75410506,0.875678727,1.80392403,2.496882748,0.468620076,0.097831885,0.050429745,0.211765235,4.563032581,0.03125,0.663247369,0.051804912,0.049624444,0.949785898,0
35.95112431,64.04887569,0.578204173,0.883544712,1.775677305,3.370402743,4.474875479,1.116980685,0.100263476,0.485117939,7.930909091,0.03046875,0.972773908,0.103106086,0.099880121,0.914714546,0
43.04057723,56.95942277,0.794348164,0.813937868,2.206592296,3.13864665,5.499404961,0.888478882,0.114053681,0.514856359,7.338048553,0.034007353,0.96652251,0.127051653,0.111576453,0.922621755,0
51.42132675,48.57867325,1.251616197,1.044320991,3.260767155,2.983886361,3.182871251,0.845162678,0.062251374,0.368491614,9.803179856,0.029017857,0.812908915,0.086294004,0.062234664,0.980757874,0
36.34482868,63.65517132,0.608100319,0.738261164,1.672210222,2.816525249,1.777174784,0.720991462,0.072325146,0.416816456,7.09609575,0.049395161,0.733011014,0.075569286,0.072051619,0.939226131,0
38.04111897,61.95888103,0.645097349,1.220213574,2.4991695,4.097292064,0.445357672,0.335893627,0.053309472,0.289910761,5.264151685,0.051682692,0.7905548,0.044316342,0.053299789,0.962561157,0
31.00483518,68.99516482,0.477688457,0.523366145,1.290155145,2.653439314,0.98113463,0.540381709,0.067742728,0.263689412,4.503262339,0.042317708,0.610819281,0.051981537,0.067560004,0.947710985,0
55.50134937,44.49865063,1.45221584,0.990338747,3.483341644,2.862674637,1.908173112,0.458769676,0.058359929,0.298271941,8.071485605,0.029947917,1.01385402,0.07365701,0.058335718,0.989896171,0
42.67183941,57.32816059,0.875843484,0.415214011,1.60999235,1.906093791,4.035604606,0.243998479,0.089083799,0.285538708,5.6,0.028245192,0.771031374,0.093902822,0.0877636,0.915390757,0
46.81260521,53.18739479,0.88014473,1.389407203,3.379795354,3.840044984,0.237620444,0.146680573,0.030095932,0.080645161,5,0.046875,0.961794008,0.032876106,0.030094877,1,0
40.00887864,59.99112136,0.698758469,1.342063038,2.74396204,4.033128727,0.260007506,0.196007903,0.032025646,0.077829838,4.567633763,0.034254808,0.751916283,0.034854474,0.032014401,0.997023978,0
39.68284705,60.31715295,0.73630814,0.742128747,1.779082723,2.718390991,1.084310676,0.267725363,0.055968521,0.316192897,5.627802813,0.035021552,0.736612015,0.058047811,0.055679744,0.959087657,0
37.67467343,62.32532657,0.607552349,2.212291531,1.85602818,3.099640777,0.093710459,0.11205727,0.030114966,0.081038317,5.331235698,0.0625,0.695796734,0.033524101,0.030112187,1,0
37.67467343,62.32532657,0.607552349,2.212291531,1.85602818,3.099640777,0.093710459,0.11205727,0.030114966,0.081038317,5.331235698,0.0625,0.695796734,0.033524101,0.030112187,1,0
55.67463287,44.32536713,1.326249835,1.495928101,3.655692361,2.951236627,1.526592531,0.456564391,0.049477571,0.242760562,7.792224053,0.046875,0.89025198,0.067695091,0.049456933,0.991489219,0
43.17851945,56.82148055,0.803271506,0.806148614,1.990744515,2.714726136,4.674284372,2.013399272,0.093903548,0.386031443,6.478720384,0.036038306,0.831752386,0.100553051,0.093027941,0.938030743,0
40.42458627,59.57541373,0.679905094,1.636725792,3.46096299,5.107300556,1.312314263,0.820329741,0.077662765,0.458119827,9.083333333,0.0703125,0.84986238,0.075150187,0.077647234,0.95711388,0
45.76605008,54.23394992,0.872705044,1.612293692,2.869017847,3.451878527,1.577824043,0.516464381,0.05318738,0.235200791,6.98510854,0.056361607,0.847990463,0.063188322,0.053169733,0.956097006,0
46.07526448,53.92473552,0.941415168,0.832373148,2.187673082,2.543135288,4.012586179,0.551762617,0.091398016,0.342178828,6.930800409,0.039751838,0.789847729,0.098838953,0.090233459,0.914868832,0
44.71989894,55.28010106,0.810102169,2.267393574,3.04770101,3.783958181,1.326036594,0.818877227,0.066892363,0.353030303,7.616666667,0.0234375,0.89292429,0.078824008,0.066887009,0.956200882,0
50.11030909,49.88969091,1.118681138,0.631374495,2.074288069,2.080248424,1.509441299,0.212476066,0.049564131,0.213485093,5.743440563,0.033135776,0.770257128,0.058896248,0.049259617,0.9700405,0
42.18751692,57.81248308,0.85732095,0.192386636,1.346572537,1.829906045,7.640033557,0.317383905,0.10748847,0.274446952,4.388020833,0.024414063,0.701507445,0.104630941,0.104437962,0.954072125,0
44.36291515,55.63708485,0.875615764,0.316694246,1.475014528,1.717007987,8.252247077,0.146015824,0.120232323,0.475977568,5.32004662,0.019831731,0.778926721,0.126497582,0.118649021,0.88996812,0
44.00594177,55.99405823,0.868368676,0.61496777,1.997184972,2.499269412,1.943958438,0.211086298,0.056659787,0.248874845,5.559257768,0.027157738,0.7802092,0.062437352,0.056351357,0.952556818,0
45.1811052,54.8188948,0.925229497,0.898368906,2.055814298,2.385338532,1.973027137,0.195282374,0.055092576,0.270397007,6.002293417,0.022879464,0.775655873,0.063275117,0.054953947,0.974016129,0
42.42782529,57.57217471,0.78026554,0.325287856,1.76709804,2.307018698,1.209206473,0.159215498,0.057522609,0.322730022,5.308074534,0.034986413,0.737478351,0.053631474,0.057425239,0.938603537,0
39.8090114,60.1909886,0.692113144,1.151534312,2.44777438,3.697418732,1.727681359,0.761813922,0.068287428,0.376348947,6.777306393,0.035768072,0.789481351,0.071503818,0.068074837,0.946521821,0
40.11831607,59.88168393,0.732484923,0.42196188,1.677185936,2.589830421,6.902643885,0.287252971,0.106120801,0.359058595,5.527739763,0.037574405,0.718273982,0.102163489,0.102952321,0.908246413,0
39.17250018,60.82749982,0.671170112,1.771807321,2.583289764,3.939057708,0.950434955,0.746239626,0.061724324,0.334288308,7.630680746,0.057617188,0.762254278,0.068481144,0.061703734,0.965077526,0
38.61968012,61.38031988,0.668385793,0.840317977,2.167988463,3.273172565,4.775158771,0.956503089,0.098516116,0.414977524,6.90405664,0.0390625,0.75068504,0.09975266,0.097824132,0.913011192,0
41.59997695,58.40002305,0.737685723,1.538279231,2.916960215,4.031651743,0.512353347,0.364563063,0.043452907,0.188075025,5.770101523,0.046585648,0.717163184,0.046484335,0.043443661,0.984194307,0
37.42356106,62.57643894,0.631248101,0.708522847,2.156781449,3.652716079,1.723217223,0.657189309,0.076809588,0.376126999,6.158802514,0.046585648,0.713091502,0.070490609,0.076209556,0.917070548,0
38.9215059,61.0784941,0.696150806,0.427462272,1.371727197,2.2209904,1.365195633,0.251237902,0.076811352,0.31099697,4.887191745,0.036132813,0.769250574,0.070318766,0.07616749,0.946125073,0
36.77226182,63.22773818,0.64431027,0.362631154,1.455985676,2.492459918,0.847545656,0.240380375,0.067390373,0.337176818,4.704391971,0.026344477,0.785832684,0.060329456,0.066649604,0.947317563,0
31.58655483,68.41344517,0.487400487,0.374087769,1.275175346,2.851724507,0.992259387,0.121209177,0.06470268,0.268309332,4.423144137,0.034375,0.686581571,0.05519277,0.064250604,0.921429462,0
31.87381828,68.12618172,0.505744607,0.184161988,1.124455096,2.345010662,1.858793757,0.209731862,0.075921611,0.243455343,3.800936371,0.021679688,0.633408508,0.064052519,0.075472528,0.915623865,0
35.5560552,64.4439448,0.598984907,0.650222091,1.555593985,2.785798765,4.740919508,0.206257494,0.102173161,0.281540781,4.6638301,0.026909722,0.752376071,0.092156885,0.100386344,0.942830101,0
32.80588831,67.19411169,0.513812733,0.165884811,1.216767945,2.509441082,4.604174507,1.62196913,0.116775648,0.365030343,5.059949495,0.020833333,0.700329299,0.113301006,0.114981372,0.862103042,0
39.55746327,60.44253673,0.679411903,0.945440243,2.388784179,3.733272047,1.02887772,0.387518229,0.060291259,0.323425618,6.081676687,0.044145331,0.768611633,0.054891017,0.060136037,0.958926886,0
36.98575892,63.01424108,0.605195513,0.673614106,2.181998451,3.737529344,1.42607584,0.210942458,0.059614731,0.248832123,4.795151661,0.041666667,0.695730337,0.05394756,0.059107943,0.959044545,0
35.88436446,64.11563554,0.574572959,1.132794635,2.451121342,4.358814075,0.492923812,0.447027549,0.052336818,0.269359844,5.39387886,0.043094758,0.74795737,0.045476695,0.052321788,0.971223148,0
37.67519596,62.32480404,0.642372119,0.690279488,2.121420349,3.581603979,0.771504532,0.388990579,0.055007375,0.288967981,5.355129898,0.041015625,0.715518225,0.049343016,0.054819805,0.952252284,0
35.97344846,64.02655154,0.581550226,1.236297984,2.349053151,4.095062453,0.430162487,0.367404742,0.046541596,0.226920686,5.535469343,0.049172794,0.737806969,0.044052331,0.046530991,0.987353055,0
39.32866355,60.67133645,0.704126113,0.616783475,1.777495851,2.552629126,4.134032088,0.421473345,0.077585293,0.363244967,5.803045871,0.0396875,0.637634841,0.073981245,0.077373505,0.925165509,0
44.55705012,55.44294988,0.859960128,0.845690995,2.081421484,2.570935375,0.985090274,0.279065836,0.04626133,0.186795044,4.739549459,0.027724848,0.682138065,0.047285409,0.046131215,0.957105443,0
42.09834499,57.90165501,0.823091956,0.485592318,1.713089937,2.250019626,2.235628328,0.286585321,0.070662862,0.286530481,5.150696892,0.036298077,0.620966336,0.067997341,0.070265234,0.905165017,0
45.26630061,54.73369939,0.904783122,1.010253246,2.18041828,2.647394884,1.510368017,0.493416957,0.061392073,0.316207181,6.665616149,0.033770161,0.816798501,0.068443557,0.061194763,0.934699372,0
40.85470809,59.14529191,0.772113843,0.645184721,1.684984886,2.551820584,7.273539598,0.32703881,0.083933864,0.283935699,4.910447007,0.027277542,0.753549082,0.086029893,0.082676512,0.938854854,0
42.80747421,57.19252579,0.801986198,1.071125305,2.338341639,3.032078566,1.541116288,0.862070393,0.064467983,0.290722368,5.889853072,0.028808594,0.709025621,0.065875927,0.064389157,0.925447954,0
47.40552565,52.59447435,0.988215162,0.946288332,2.577237829,2.730805337,2.806287512,0.164171611,0.051075052,0.151501473,4.449317744,0.034598214,0.617236508,0.052330016,0.050942805,0.951568678,0
35.86744888,64.13255112,0.603894565,0.723040145,1.780559518,3.155578523,4.9872039,0.462544593,0.096161865,0.420262194,6.001220453,0.039818548,0.760570674,0.094345913,0.094458527,0.907814308,0
37.8688162,62.1311838,0.657264585,0.351900615,1.528043904,2.428491986,4.903004248,0.196118877,0.091276729,0.346445925,5.154434415,0.030598958,0.703046305,0.073086213,0.091077957,0.944303658,0
32.78646552,67.21353448,0.518471024,0.687502792,1.530250698,3.03758942,8.91718438,0.438211299,0.104849856,0.406546908,6.048163111,0.042578125,0.664679746,0.105036583,0.103543292,0.907476236,0
37.46182759,62.53817241,0.672471388,0.35515596,1.439529728,2.523765963,2.18539916,0.263422883,0.08015136,0.3807136,5.371248611,0.035050676,0.709215912,0.070981713,0.079883339,0.931799579,0
38.56241342,61.43758658,0.741241686,0.319361324,1.407123097,2.294143835,2.126353076,0.678467654,0.095272773,0.35337656,5.311487051,0.031661184,0.671083001,0.091904935,0.093471599,0.893844612,0
37.83581188,62.16418812,0.670749389,0.611215833,2.115347161,3.002495856,0.698924927,0.435547784,0.050755285,0.278588495,4.856401683,0.02578125,0.583681634,0.052165107,0.050579732,0.915121831,0
41.11473767,58.88526233,0.731459986,0.735103346,2.059422376,2.934560563,4.3998513,0.776794335,0.102928463,0.492592095,7.194554637,0.029766614,0.867521861,0.10363232,0.102347492,0.903377978,0
40.94224992,59.05775008,0.734917487,0.451700119,1.786154848,2.509283566,5.741798914,0.570051549,0.119109606,0.458163727,5.937475299,0.024496822,0.808008544,0.112615131,0.117948299,0.884281789,0
41.40994809,58.59005191,0.722198097,0.773412963,2.34778053,3.255774377,1.684837145,0.459162967,0.078670857,0.408706132,6.618097359,0.028409091,0.755192656,0.071919613,0.078553647,0.910312051,0
